50.0993 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'instructionType': 'gesture', 'instructionSymbol': 'images/hand.png', 'action': 'go', 'stimText': '"rising"', 'stimVideo': 'videos/falling_clip.mp4', 'stimAudio': 'audios/rising.wav', 'movement': 'arm', 'congruency': 'incongruent', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
50.1003 	DATA 	Keypress: space
50.1031 	INFO 	Keyboard events cleared
50.1031 	EXP 	imageInstructBoth: autoDraw = False
50.1031 	EXP 	textInstructBoth: autoDraw = False
50.1031 	EXP 	textInstructBoth_continue: autoDraw = False
50.1031 	EXP 	textBlockTraining: autoDraw = True
50.1531 	EXP 	Device response: <KeyPress from None: t=50.074735500000315, value=space, duration=0.07486779999999271>
57.9699 	EXP 	Device response: <KeyPress from None: t=57.9647573000002, value=space, duration=None>
57.9827 	INFO 	Opening movie file: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\falling_clip.mp4
60.5119 	EXP 	audioStim_Training: sampleRate = 44100
60.5176 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
60.5216 	EXP 	audioGoCue_Training: sampleRate = 44100
60.5270 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
60.5343 	DATA 	Keypress: space
60.5372 	EXP 	Device response: <KeyPress from None: t=57.9647573000002, value=space, duration=0.0897927999994863>
60.5397 	EXP 	textBlockTraining: autoDraw = False
60.5397 	EXP 	instructionImage_Training: image = 'images/hand.png'
60.5397 	EXP 	actionCue_Training: fillColor = <psychopy.colors.Color: green, alpha=1.0>
60.5397 	EXP 	actionCue_Training: borderColor = <psychopy.colors.Color: green, alpha=1.0>
60.5397 	EXP 	iti_Training: autoDraw = True
60.5397 	EXP 	iti_Training: autoDraw = False
60.5397 	EXP 	textStart_Training: autoDraw = True
60.9532 	INFO 	Movie playback C:\Github\cospeech-gesture\CoSpeech_congruency\videos\falling_clip.mp4 started at 0.00 seconds
60.9701 	EXP 	textStart_Training: autoDraw = False
60.9701 	EXP 	movieGesture_Training: autoDraw = True
61.4531 	EXP 	Sound audioStim_Training reached end of file
61.4697 	EXP 	Playing sound audioStim_Training on speaker SAMSUNG (NVIDIA High Definition Audio)
62.5111 	EXP 	Sound audioStim_Training reached end of file
62.5199 	EXP 	Sound audioStim_Training reached end of file
64.3636 	INFO 	Opening movie file: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\falling_clip.mp4
66.7488 	INFO 	Movie stopped: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\falling_clip.mp4
66.7507 	EXP 	movieGesture_Training: autoDraw = False
66.7507 	EXP 	instructionImage_Training: autoDraw = True
66.7509 	EXP 	Sound audioGoCue_Training reached end of file
66.7673 	EXP 	Playing sound audioGoCue_Training on speaker SAMSUNG (NVIDIA High Definition Audio)
66.7530 	EXP 	instructionImage_Training: autoDraw = False
66.7530 	EXP 	actionCue_Training: autoDraw = True
67.7655 	EXP 	Sound audioGoCue_Training stopped
69.9533 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'instructionType': 'speech_gesture', 'instructionSymbol': 'images/speak_gesture1.png', 'action': 'go', 'stimText': '"me"', 'stimVideo': 'videos/me_clip.mp4', 'stimAudio': 'audios/me.wav', 'movement': 'hand_wrist', 'congruency': 'congruent', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
69.9698 	INFO 	Keyboard events cleared
69.9698 	EXP 	actionCue_Training: autoDraw = False
69.9698 	EXP 	iti_Training: autoDraw = False
69.9698 	EXP 	textStart_Training: autoDraw = False
69.9698 	EXP 	movieGesture_Training: autoDraw = False
69.9698 	EXP 	instructionImage_Training: autoDraw = False
69.9698 	EXP 	actionCue_Training: autoDraw = False
69.9698 	EXP 	textBlockTraining: autoDraw = True
75.0037 	DATA 	Mouse: Left button down, pos=(117,164)
75.0871 	DATA 	Mouse:  Left button up, pos=(117,164)
79.5533 	EXP 	Device response: <KeyPress from None: t=79.55039500000021, value=space, duration=None>
80.0188 	INFO 	Opening movie file: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\me_clip.mp4
82.6534 	EXP 	audioStim_Training: sampleRate = 44100
82.6591 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
82.6709 	EXP 	audioGoCue_Training: sampleRate = 44100
82.6752 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
82.6777 	DATA 	Keypress: space
82.6807 	INFO 	Movie playback C:\Github\cospeech-gesture\CoSpeech_congruency\videos\me_clip.mp4 started at 0.00 seconds
82.6808 	EXP 	Device response: <KeyPress from None: t=79.55039500000021, value=space, duration=0.09014050000041607>
82.6915 	EXP 	textBlockTraining: autoDraw = False
82.6915 	EXP 	instructionImage_Training: image = 'images/speak_gesture1.png'
82.6915 	EXP 	actionCue_Training: fillColor = <psychopy.colors.Color: green, alpha=1.0>
82.6915 	EXP 	actionCue_Training: borderColor = <psychopy.colors.Color: green, alpha=1.0>
82.6915 	EXP 	iti_Training: autoDraw = True
82.6915 	EXP 	iti_Training: autoDraw = False
82.6915 	EXP 	textStart_Training: autoDraw = True
82.6915 	EXP 	textStart_Training: autoDraw = False
82.6915 	EXP 	movieGesture_Training: autoDraw = True
83.0366 	EXP 	Sound audioStim_Training reached end of file
83.0531 	EXP 	Playing sound audioStim_Training on speaker SAMSUNG (NVIDIA High Definition Audio)
84.0768 	EXP 	Sound audioStim_Training reached end of file
84.0865 	EXP 	Sound audioStim_Training reached end of file
85.9823 	INFO 	Opening movie file: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\me_clip.mp4
88.2075 	INFO 	Movie stopped: C:\Github\cospeech-gesture\CoSpeech_congruency\videos\me_clip.mp4
88.2092 	EXP 	movieGesture_Training: autoDraw = False
88.2092 	EXP 	instructionImage_Training: autoDraw = True
88.2094 	EXP 	Sound audioGoCue_Training reached end of file
